gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibro	Mac
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.005	0.004
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.005	0.004
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.005	0.004
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.006	0.024
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.006	0.024
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.003	0.004
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.003	0.004
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.638	0.437
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.638	0.437
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.0	0.015
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.016	0.044
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.002	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.019	0.038
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.019	0.038
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.024	0.045
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.024	0.045
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.024	0.045
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.092	0.109
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.092	0.109
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.157	0.278
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.157	0.278
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.003	0.012
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.068	0.271
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS0DBFB8BEA	0.0	0.004
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS008700E67	0.0	0.004
ACKR1	Q16570	False	ACKR1_HUMAN		CPI-SS07EC65CED	0.0	0.004
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CB2E8B21	0.066	0.109
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.066	0.109
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.066	0.109
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.066	0.109
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.006	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.173	0.43
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.173	0.43
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.003	0.024
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.003	0.024
CALCR	P30988	False	CALCR_HUMAN		CPI-SS015B2F961	0.014	0.034
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0F531DDEB	0.014	0.034
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.0	0.018
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.005	0.007
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS0EC70F078	0.006	0.008
SCTR	P47872	False	SCTR_HUMAN		CPI-SS021F26C73	0.009	0.007
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.577	0.32
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	1.494	1.442
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	1.494	1.442
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.75	0.278
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	1.195	0.42
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	1.195	0.42
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.058	0.051
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.004	0.011
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.017	0.036
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.02	0.023
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.197	0.222
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.197	0.222
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.197	0.222
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.197	0.222
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.084	0.056
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.084	0.056
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.002	0.037
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.055	0.04
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS05550A895	0.055	0.04
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.375	0.271
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.375	0.271
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.375	0.271
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.375	0.271
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.375	0.271
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.375	0.271
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.622	0.158
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.622	0.158
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.772	0.158
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.085	0.078
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.085	0.078
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	1.857	0.854
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.17	0.266
FCRL4	Q96PJ5	False	FCRL4_HUMAN		CPI-SS01F908B16	0.002	0.051
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.441	0.327
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.018	0.015
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.038	0.156
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.038	0.156
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.038	0.156
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.038	0.156
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.395	0.566
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.335	0.213
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.335	0.213
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.009	0.151
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.077	0.091
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.077	0.091
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.077	0.091
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.02	0.026
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.02	0.026
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.547	0.633
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.339	0.227
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.339	0.227
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.136	0.269
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0B8083B44	0.136	0.269
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.136	0.269
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.362	0.557
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.362	0.557
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.362	0.557
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.359	0.201
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.359	0.201
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.359	0.201
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0F21DBF93	0.359	0.201
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.359	0.201
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.304	0.206
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.151	0.345
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.151	0.345
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.151	0.345
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.026	0.058
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0EBA5A4D8	0.101	0.197
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.101	0.197
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.12	0.116
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.12	0.116
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.006	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.006	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.006	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.006	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.006	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.137	0.147
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0B34CBA4B	0.025	0.025
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.025	0.025
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.018	0.035
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.018	0.035
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.403	0.089
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.403	0.089
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0D81D9F5E	0.008	0.01
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.008	0.01
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	0.008	0.01
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.008	0.01
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	0.008	0.01
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS073811AB3	0.003	0.013
MC4R	P32245	False	MC4R_HUMAN		CPI-SS09CF5B145	0.002	0.0
MC4R	P32245	False	MC4R_HUMAN		CPI-SS098F8DB82	0.002	0.0
MC2R	Q01718	False	ACTHR_HUMAN		CPI-SS0C0E2C69C	0.016	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.129	0.335
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.003	0.052
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.003	0.052
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.003	0.052
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008EB600F	0.012	0.015
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.012	0.015
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.012	0.015
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.0	0.01
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.009	0.042
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.076	0.171
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0E063192D	1.557	2.638
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0F0D7F25C	1.557	2.638
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0D5E30C6C	1.557	2.638
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0BD5C2A23	1.557	2.638
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.085	0.173
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.015	0.021
MS4A4A	Q96JQ5	False	M4A4A_HUMAN		CPI-SS0978D28AB	0.006	0.027
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.585	0.862
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0057AB387	0.585	0.862
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS01E3453DB	0.585	0.862
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.058	0.199
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.317	0.428
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.161	0.167
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.161	0.167
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.241	0.377
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.171	0.261
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS04124F4E1	0.171	0.261
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.171	0.261
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.084	0.094
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.084	0.094
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.084	0.094
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.084	0.094
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.084	0.094
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.084	0.094
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS08718E4FB	0.005	0.008
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0DA366C78	0.005	0.008
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A5B945E3	0.005	0.008
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0865716E5	0.005	0.008
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0D41C7AF5	0.005	0.008
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS07CA5A6F1	0.005	0.008
EPOR	P19235	False	EPOR_HUMAN		CPI-SS087A17AD6	0.014	0.027
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0A0DE9CD6	0.198	0.166
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.198	0.166
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.39	0.708
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.39	0.708
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS02AFCED82	0.39	0.708
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0BEAB521F	0.39	0.708
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.044	0.022
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.05	0.075
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.0	0.008
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS07BECB892	0.0	0.008
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0AB0604B5	0.0	0.008
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.026	0.062
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS09F973C1A	0.026	0.062
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.026	0.062
DDR1	Q08345	False	DDR1_HUMAN		CPI-SS00D3CD86E	0.255	0.349
AGER	Q15109	False	RAGE_HUMAN		CPI-SS06006F870	0.003	0.013
PSAP	P07602	False	SAP_HUMAN		CPI-SS082900482	0.745	1.395
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.012	0.053
IL16	Q14005	False	IL16_HUMAN		CPI-SS070B0E458	0.012	0.053
IL16	Q14005	False	IL16_HUMAN		CPI-SS0D529E576	0.012	0.053
CELSR3	Q9NYQ7	False	CELR3_HUMAN		CPI-SS086615F9B	0.003	0.0
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS04861AD1A	0.003	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS042EB8C7A	0.009	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS043E0F61D	0.009	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS05D406038	0.009	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS090987D9C	0.009	0.0
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS085C150CE	0.009	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.013	0.008
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.333	0.571
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.123	0.21
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0C694CB44	0.009	0.014
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.11	0.067
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.026	0.037
FAM3B	P58499	False	FAM3B_HUMAN		CPI-SS0A4EE6FE1	0.018	0.022
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0F102AAC5	0.002	0.011
RSPO2	Q6UXX9	False	RSPO2_HUMAN		CPI-SS0FC0CA5ED	0.003	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0DCA749B0	0.256	0.064
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.256	0.064
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.039	0.062
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.019	0.081
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.04	0.119
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.04	0.119
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.009	0.071
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.113	0.419
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.113	0.419
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.113	0.419
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E7587E4	0.113	0.419
AGTR1	P30556	False	AGTR1_HUMAN		CPI-SS05996C8FD	0.013	0.004
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.003	0.041
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.009
PRLR	P16471	False	PRLR_HUMAN		CPI-SS00689751B	0.008	0.018
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.025	0.034
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.003	0.011
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.0	0.014
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.0	0.014
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.006	0.004
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.0	0.008
HRH1	P35367	False	HRH1_HUMAN		CPI-SS0DC2A6D35	0.003	0.025
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.508	0.385
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.008	0.007
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.162	0.086
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.308	0.558
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.173	0.163
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.0	0.008
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.079	0.448
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.533	0.172
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.796	0.859
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.025	0.06
NPSR1	Q6W5P4	False	NPSR1_HUMAN		CPI-SS0270A2CA9	0.002	0.004
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.244	0.317
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.244	0.317
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.013	0.036
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.013	0.036
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.026	0.276
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.026	0.276
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.077	0.177
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.077	0.177
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.008	0.113
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.008	0.113
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.0	0.024
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.238	0.491
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.238	0.491
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.141	0.088
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.141	0.088
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.062	0.166
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	0.355	0.704
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0288E42FB	0.035	0.04
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	0.002	0.004
GUCA2A	Q02747	False	GUC2A_HUMAN		CPI-SS09A3A441F	0.012	0.015
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS0231B999D	0.15	0.255
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.02	0.014
HTR4	Q13639	False	5HT4R_HUMAN		CPI-SS00E3F772A	0.012	0.015
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.107	0.046
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.861	1.055
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.099	0.157
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.099	0.157
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.438	0.519
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.438	0.519
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.438	0.519
ADM	P35318	False	ADML_HUMAN		CPI-SS0B27088B4	0.019	0.007
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SS032CFAE42	0.003	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.009	0.003
SLURP1	P55000	False	SLUR1_HUMAN		CPI-SS08833E2DA	0.003	0.008
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.016	0.003
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.026	0.061
MPL	P40238	False	TPOR_HUMAN		CPI-SS0DC2DD9D7	0.002	0.01
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.143	0.136
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.007	0.011
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.494	0.246
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.006	0.013
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0974EB232	0.006	0.013
QRFPR	Q96P65	False	QRFPR_HUMAN		CPI-SS0BC884A75	0.0	0.011
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS036437279	0.017	0.033
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.051	0.147
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.851	0.367
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS00BBA318F	0.008	0.004
ERFE	Q4G0M1	False	ERFE_HUMAN		CPI-SS09D5B5F9C	0.003	0.0
UCN2	Q96RP3	False	UCN2_HUMAN		CPI-SS083E7D88C	0.002	0.0
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.002	0.0
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.0	0.003
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.015	0.021
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.011	0.033
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.014	0.011
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.01	0.022
NPVF	Q9HCQ7	False	NPVF_HUMAN		CPI-SS050123B31	0.0	0.004
