id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Fibro|Fibro	Fibro|Mac	Mac|Fibro	Mac|Mac
CPI-SS0586F2596	EPHB2_EFNA5	simple:P29323	simple:P52803	EPHB2	EFNA5	False	True	False	curated	False	0.318	0.517	0.453	0.652
CPI-SS03A2EFDD5	EPHA1_EFNA5	simple:P21709	simple:P52803	EPHA1	EFNA5	False	True	False	curated	False	0.244	0.444	0.253	0.452
CPI-SS02AFCED82	EPHA2_EFNA5	simple:P29317	simple:P52803	EPHA2	EFNA5	False	True	False	curated	False	0.258	0.457	0.255	0.455
CPI-SS0BEAB521F	EPHA3_EFNA5	simple:P29320	simple:P52803	EPHA3	EFNA5	True	True	False	curated	False	0.431	0.63	0.264	0.463
CPI-SS082ABF1EA	EFNB2_EPHB3	simple:P52799	simple:P54753	EFNB2	EPHB3	False	True	True	curated	False	0.074	0.079	0.061	0.067
CPI-SS0BFD8E056	EFNB2_EPHB1	simple:P52799	simple:P54762	EFNB2	EPHB1	False	True	True	curated	False	0.1	0.129	0.087	0.117
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	0.009	0.0	0.018	0.0
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	0.023	0.0	0.02	0.0
CPI-SS0AB0604B5	EPHA3_EFNA3	simple:P29320	simple:P52797	EPHA3	EFNA3	True	True	False	curated	False	0.196	0.0	0.029	0.0
CPI-SS05E6D620E	EPHA1_EFNA4	simple:P21709	simple:P52798	EPHA1	EFNA4	True	True	False	curated	False	0.012	0.0	0.021	0.0
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.025	0.0	0.023	0.0
CPI-SS041888D39	EPHA3_EFNA4	simple:P29320	simple:P52798	EPHA3	EFNA4	True	True	False	curated	False	0.199	0.0	0.032	0.0
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	0.38	0.0	0.108	0.0
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	TTR	NGFR	True	False	True	IMEx,InnateDB-All,MINT	False	0.037	0.0	0.058	0.0
CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	TTR	DDR1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.134	0.086	0.155	0.107
CPI-SS06006F870	TTR_AGER	simple:P02766	simple:Q15109	TTR	AGER	True	False	True	I2D,IMEx,InnateDB-All,MINT	False	0.037	0.0	0.058	0.0
CPI-SS0AB647854	GPR37_PSAP	simple:O15354	simple:P07602	GPR37	PSAP	True	True	False	guidetopharmacology.org	False	0.237	0.434	0.0	0.0
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.237	0.434	0.0	0.0
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	GRIN2D	IL16	True	True	False	I2D	False	0.02	0.084	0.021	0.085
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	0.006	0.071	0.0	0.0
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	True	False	True	guidetopharmacology.org	False	0.017	0.032	0.0	0.0
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	I2D	False	0.004	0.0	0.0	0.0
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	0.433	0.503	0.528	0.598
CPI-SS02371A6D6	VEGFA_EPHB2	simple:P15692	simple:P29323	VEGFA	EPHB2	True	False	True	I2D	False	0.276	0.41	0.37	0.505
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	VEGFA	GRIN2B	True	False	True	I2D	False	0.194	0.0	0.289	0.0
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	FZD6	WNT5A	True	True	False	curated	False	0.077	0.0	0.098	0.0
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	PLXNC1	SEMA7A	False	True	False	curated	False	0.072	0.082	0.093	0.102
CPI-SS0A4EE6FE1	LRP5_FAM3B	simple:O75197	simple:P58499	LRP5	FAM3B	True	True	False	InnateDB-All	False	0.184	0.186	0.117	0.119
CPI-SS0F102AAC5	LGR5_RSPO1	simple:O75473	simple:Q2MKA7	LGR5	RSPO1	True	True	False	guidetopharmacology.org	False	0.004	0.0	0.0	0.0
CPI-SS0DCA749B0	LGR5_RSPO3	simple:O75473	simple:Q9BXY4	LGR5	RSPO3	True	True	False	guidetopharmacology.org	False	0.039	0.0	0.0	0.0
CPI-SS0A874F65F	LGR4_RSPO3	simple:Q9BXB1	simple:Q9BXY4	LGR4	RSPO3	True	True	False	guidetopharmacology.org	False	0.3	0.0	0.448	0.0
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	LRP6	CKLF	True	True	False	IMEx,IntAct	False	0.485	0.521	0.414	0.449
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	0.131	0.139	0.085	0.093
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	COPA	P2RY6	True	False	True	IMEx,IntAct	False	0.311	0.413	0.288	0.39
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	NAMPT	P2RY6	True	False	True	IMEx,IntAct	False	0.155	0.257	0.225	0.328
CPI-SS03E48EFEA	C3_C3AR1	simple:P01024	simple:Q16581	C3	C3AR1	True	False	True	guidetopharmacology.org	False	0.006	0.021	0.0	0.0
CPI-SS03E273233	ADORA2A_ENTPD1	simple:P29274	simple:P49961	ADORA2A	ENTPD1	False	True	False	curated	False	0.083	0.192	0.0	0.0
CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ADORA3	ENTPD1	False	True	False	curated	False	0.056	0.165	0.0	0.0
CPI-SS079728E8B	ADORA2B_ENTPD1	simple:P29275	simple:P49961	ADORA2B	ENTPD1	False	True	False	curated	False	0.074	0.183	0.074	0.183
CPI-SS03E7587E4	ADORA1_ENTPD1	simple:P30542	simple:P49961	ADORA1	ENTPD1	False	True	False	curated	False	0.064	0.173	0.075	0.184
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	guidetopharmacology.org	False	0.007	0.0	0.0	0.0
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	C5	C5AR1	True	False	True	guidetopharmacology.org	False	0.012	0.044	0.0	0.0
CPI-SS0A7E3A1AF	C5_C5AR2	simple:P01031	simple:Q9P296	C5	C5AR2	True	False	True	guidetopharmacology.org	False	0.0	0.031	0.0	0.0
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	True	False	True	guidetopharmacology.org	False	0.326	0.0	0.68	0.0
CPI-SS033180726	CGA_LHCGR	simple:P01215	simple:P22888	CGA	LHCGR	True	False	True	I2D,InnateDB-All	False	0.002	0.0	0.0	0.0
CPI-SS0577408A3	CGA_FSHR	simple:P01215	simple:P23945	CGA	FSHR	True	False	True	I2D,InnateDB-All	False	0.008	0.0	0.0	0.0
CPI-SS00689751B	PRL_PRLR	simple:P01236	simple:P16471	PRL	PRLR	True	False	True	I2D,IMEx,InnateDB,IntAct	False	0.035	0.0	0.0	0.0
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	IL1B	ADRB2	True	False	True	I2D	False	0.013	0.018	0.031	0.036
CPI-SS030BB46BB	ANXA1_FPR2	simple:P04083	simple:P25090	ANXA1	FPR2	True	False	True	curated	False	0.059	0.0	0.086	0.0
CPI-SS0F66EA6BE	APP_FPR2	simple:P05067	simple:P25090	APP	FPR2	False	False	True	guidetopharmacology.org	False	0.836	0.0	0.745	0.0
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	0.006	0.021	0.0	0.0
CPI-SS047CD2E9F	TNFSF9_ADGRG5	simple:P41273	simple:Q8IZF4	TNFSF9	ADGRG5	True	False	True	InnateDB-All	False	0.005	0.0	0.0	0.0
CPI-SS0DC2A6D35	IL6_HRH1	simple:P05231	simple:P35367	IL6	HRH1	True	False	True	IMEx,InnateDB-All,IntAct	False	0.001	0.018	0.0	0.0
CPI-SS0C85BC9AF	PROS1_AXL	simple:P07225	simple:P30530	PROS1	AXL	True	False	True	guidetopharmacology.org	False	0.383	0.254	0.305	0.177
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	True	False	True	guidetopharmacology.org	False	0.171	0.187	0.093	0.109
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	CSF1R	CSF1	True	True	False	curated	False	0.084	0.041	0.203	0.16
CPI-SS0DFA98A14	CSF1R_IL34	simple:P07333	simple:Q6ZMJ4	CSF1R	IL34	True	True	False	curated	False	0.173	0.107	0.292	0.226
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	CD55	ADGRE5	True	True	True	curated	False	0.12	0.111	0.0	0.0
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	PTPRC	MRC1	False	False	True	curated	False	0.024	0.245	0.677	0.898
CPI-SS07F60834D	MET_HGF	simple:P08581	simple:P14210	MET	HGF	True	True	False	curated	False	0.384	0.255	0.495	0.366
CPI-SS0D954EA1C	PDGFRB_PDGFD	simple:P09619	simple:Q9GZP0	PDGFRB	PDGFD	True	True	False	curated	False	0.77	0.889	0.519	0.638
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ALOX5	ALOX5AP	False	False	False	guidetopharmacology.org	False	0.012	0.026	0.04	0.054
CPI-SS0270A2CA9	NPS_NPSR1	simple:P0C0P6	simple:Q6W5P4	NPS	NPSR1	True	False	True	guidetopharmacology.org	False	0.005	0.0	0.0	0.0
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	KIT	KITLG	True	True	False	curated	False	0.135	0.15	0.15	0.165
CPI-SS0EDAE16B6	EPOR_KITLG	simple:P19235	simple:P21583	EPOR	KITLG	True	True	False	I2D	False	0.134	0.149	0.131	0.145
CPI-SS07327E587	CD28_CD80	simple:P10747	simple:P33681	CD28	CD80	False	False	True	curated	False	0.002	0.018	0.0	0.0
CPI-SS0320FFAFC	CTLA4_CD80	simple:P16410	simple:P33681	CTLA4	CD80	False	False	True	curated	False	0.013	0.029	0.061	0.078
CPI-SS077D7365D	CD28_CD86	simple:P10747	simple:P42081	CD28	CD86	False	False	True	curated	False	0.005	0.276	0.0	0.0
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	True	curated	False	0.016	0.287	0.064	0.335
CPI-SS0EB5AEC83	SELL_CD34	simple:P14151	simple:P28906	SELL	CD34	False	False	False	curated	False	0.025	0.041	0.045	0.06
CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	SELP	CD34	False	False	False	curated	False	0.028	0.044	0.0	0.0
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.003	0.072	0.022	0.091
CPI-SS02B7540B0	SELP_SELPLG	simple:P16109	simple:Q14242	SELP	SELPLG	False	False	True	curated	False	0.006	0.075	0.0	0.0
CPI-SS086A1C18B	SELE_SELPLG	simple:P16581	simple:Q14242	SELE	SELPLG	False	False	True	curated	False	0.002	0.071	0.0	0.0
CPI-SS04F90EE0D	SELE_GLG1	simple:P16581	simple:Q92896	SELE	GLG1	False	False	False	curated	False	0.434	0.546	0.0	0.0
CPI-SS02A170A99	SPN_SIGLEC1	simple:P16150	simple:Q9BZZ2	SPN	SIGLEC1	True	False	False	curated	False	0.001	0.0	0.0	0.0
CPI-SS03CC15FF3	PDGFRA_PDGFC	simple:P16234	simple:Q9NRA1	PDGFRA	PDGFC	True	True	False	curated	False	0.646	0.831	0.234	0.418
CPI-SS03A3EE72E	FLT4_PDGFC	simple:P35916	simple:Q9NRA1	FLT4	PDGFC	True	True	False	guidetopharmacology.org	False	0.106	0.29	0.101	0.285
CPI-SS0F972435E	FLT4_VEGFC	simple:P35916	simple:P49767	FLT4	VEGFC	True	True	False	curated	False	0.073	0.098	0.068	0.093
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	KDR	VEGFC	True	True	False	curated	False	0.126	0.151	0.106	0.131
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	0.143	0.156	0.232	0.245
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	C5AR1	RPS19	False	True	False	guidetopharmacology.org	False	0.068	0.128	0.1	0.16
CPI-SS0C321CE6D	FPR2_CAMP	simple:P25090	simple:P49913	FPR2	CAMP	True	True	False	guidetopharmacology.org	False	0.005	0.0	0.0	0.0
CPI-SS09A3A441F	GUCY2C_GUCA2A	simple:P25092	simple:Q02747	GUCY2C	GUCA2A	True	True	False	guidetopharmacology.org	False	0.002	0.0	0.0	0.0
CPI-SS0231B999D	GUCY2C_GUCA2B	simple:P25092	simple:Q16661	GUCY2C	GUCA2B	True	True	False	guidetopharmacology.org	False	0.056	0.124	0.0	0.0
CPI-SS00E3F772A	GDF1_HTR4	simple:P27539	simple:Q13639	GDF1	HTR4	True	False	True	IMEx,MINT	False	0.021	0.0	0.031	0.0
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	CD6	ALCAM	True	False	False	curated	False	0.269	0.43	0.289	0.451
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	True	True	True	I2D	False	0.334	0.349	0.206	0.221
CPI-SS077B160B9	IL15_IL15RA	simple:P40933	simple:Q13261	IL15	IL15RA	True	False	True	guidetopharmacology.org	False	0.318	0.333	0.437	0.451
CPI-SS03A4F7DC8	AXL_GAS6	simple:P30530	simple:Q14393	AXL	GAS6	True	True	False	guidetopharmacology.org	False	0.408	0.445	0.28	0.317
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	TYRO3	GAS6	True	True	False	guidetopharmacology.org	False	0.196	0.234	0.213	0.25
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	MERTK	GAS6	True	True	False	guidetopharmacology.org	False	0.907	0.944	0.632	0.67
CPI-SS0B27088B4	CALCR_ADM	simple:P30988	simple:P35318	CALCR	ADM	True	True	False	guidetopharmacology.org	False	0.016	0.027	0.0	0.0
CPI-SS032CFAE42	CALCR_ADM2	simple:P30988	simple:Q7Z4H4	CALCR	ADM2	True	True	False	guidetopharmacology.org	False	0.006	0.0	0.0	0.0
CPI-SS0A91954A0	RYK_WNT3A	simple:P34925	simple:P56704	RYK	WNT3A	True	True	False	I2D	False	0.251	0.0	0.081	0.0
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	APLNR	APLN	True	True	False	guidetopharmacology.org	False	0.007	0.0	0.022	0.0
CPI-SS08833E2DA	CHRNA7_SLURP1	simple:P36544	simple:P55000	CHRNA7	SLURP1	True	True	False	IMEx,InnateDB-All,UniProt	False	0.008	0.0	0.0	0.0
CPI-SS076FEB261	FLT3_FLT3LG	simple:P36888	simple:P49771	FLT3	FLT3LG	True	True	False	curated	False	0.0	0.0	0.095	0.104
CPI-SS0DC2DD9D7	THPO_MPL	simple:P40225	simple:P40238	THPO	MPL	True	False	True	curated	False	0.004	0.022	0.0	0.0
CPI-SS04CD88411	GPR1_RARRES2	simple:P46091	simple:Q99969	GPR1	RARRES2	True	True	False	guidetopharmacology.org	False	0.062	0.02	0.0	0.0
CPI-SS07D56EB05	CMKLR1_RARRES2	simple:Q99788	simple:Q99969	CMKLR1	RARRES2	True	True	False	guidetopharmacology.org	False	0.074	0.031	0.12	0.078
CPI-SS052D34F0B	XCR1_XCL2	simple:P46094	simple:Q9UBD3	XCR1	XCL2	True	True	False	curated	False	0.0	0.02	0.0	0.0
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	CX3CR1	CX3CL1	True	True	True	curated	False	0.306	0.08	0.44	0.215
CPI-SS0EF1A7415	CCR4_CCL17	simple:P51679	simple:Q92583	CCR4	CCL17	True	True	False	curated	False	0.004	0.0	0.0	0.0
CPI-SS0BC884A75	QRFP_QRFPR	simple:P83859	simple:Q96P65	QRFP	QRFPR	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.017	0.0
CPI-SS036437279	DSG1_DSC2	simple:Q02413	simple:Q02487	DSG1	DSC2	False	False	False	curated	False	0.007	0.038	0.0	0.0
CPI-SS06D13FCD3	DSC2_DSG2	simple:Q02487	simple:Q14126	DSC2	DSG2	False	False	False	curated	False	0.032	0.058	0.063	0.089
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	TEK	ANGPT1	True	True	False	curated	False	0.777	0.365	0.809	0.397
CPI-SS00BBA318F	TEK_ANGPT4	simple:Q02763	simple:Q9Y264	TEK	ANGPT4	True	True	False	curated	False	0.171	0.0	0.204	0.0
CPI-SS083E7D88C	CRHR2_UCN2	simple:Q13324	simple:Q96RP3	CRHR2	UCN2	True	True	False	guidetopharmacology.org	False	0.004	0.0	0.0	0.0
CPI-SS0D00AAD2F	SEMA5A_PLXNB3	simple:Q13591	simple:Q9ULL4	SEMA5A	PLXNB3	False	False	True	curated	False	0.469	0.0	0.423	0.0
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	IL16	GRIN2C	True	False	True	I2D	False	0.006	0.0	0.07	0.0
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	GPR19	ENHO	True	True	False	guidetopharmacology.org	False	0.032	0.0	0.044	0.0
CPI-SS08C995EB4	CXCL17_GPR35	simple:Q6UXB2	simple:Q9HC97	CXCL17	GPR35	True	False	True	guidetopharmacology.org	False	0.011	0.0	0.0	0.0
CPI-SS00797FD15	EDA_EDA2R	simple:Q92838	simple:Q9HAV5	EDA	EDA2R	True	False	True	guidetopharmacology.org	False	0.578	0.0	0.241	0.0
CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	EDA	EDAR	True	False	True	guidetopharmacology.org	False	0.577	0.589	0.24	0.252
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	0.07	0.0	0.0	0.0
CPI-SC01C699B73	COL6A6_a10b1 complex	simple:A6NMZ7	complex:a10b1 complex	COL6A6		True	False	False	curated	True	0.012	0.045	0.0	0.0
CPI-SC00A0B0892	COL6A5_a10b1 complex	simple:A8TX70	complex:a10b1 complex	COL6A5		True	False	False	curated	True	0.013	0.046	0.0	0.0
CPI-SC07ECBFCA7	COL1A1_a10b1 complex	simple:P02452	complex:a10b1 complex	COL1A1		True	False	False	curated	True	0.067	0.1	0.047	0.08
CPI-SC0DA298BEC	COL2A1_a10b1 complex	simple:P02458	complex:a10b1 complex	COL2A1		True	False	False	curated	True	0.0	0.0	0.0	0.0
CPI-SC067433F6B	COL3A1_a10b1 complex	simple:P02461	complex:a10b1 complex	COL3A1		True	False	False	curated	True	0.228	0.261	0.044	0.077
CPI-SC0B6F1A278	COL4A1_a10b1 complex	simple:P02462	complex:a10b1 complex	COL4A1		True	False	False	curated	True	0.422	0.454	0.304	0.337
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	FN1		True	False	False	curated	True	0.223	0.256	0.102	0.135
CPI-SC0F516B854	COL5A2_a10b1 complex	simple:P05997	complex:a10b1 complex	COL5A2		True	False	False	curated	True	0.222	0.255	0.082	0.115
CPI-SC011F01833	COL1A2_a10b1 complex	simple:P08123	complex:a10b1 complex	COL1A2		True	False	False	curated	True	0.355	0.388	0.046	0.079
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	COL4A2		True	False	False	curated	True	0.421	0.453	0.201	0.233
CPI-SC04936738A	COL11A1_a10b1 complex	simple:P12107	complex:a10b1 complex	COL11A1		True	False	False	curated	True	0.012	0.045	0.0	0.0
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	COL6A1		True	False	False	curated	True	0.081	0.114	0.027	0.06
CPI-SC0CE851065	COL6A2_a10b1 complex	simple:P12110	complex:a10b1 complex	COL6A2		True	False	False	curated	True	0.096	0.129	0.0	0.0
CPI-SC07375C073	COL6A3_a10b1 complex	simple:P12111	complex:a10b1 complex	COL6A3		True	False	False	curated	True	0.268	0.301	0.13	0.163
CPI-SC0D6C777F2	COL11A2_a10b1 complex	simple:P13942	complex:a10b1 complex	COL11A2		True	False	False	curated	True	0.008	0.041	0.0	0.0
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	COL9A1		True	False	False	curated	True	0.007	0.04	0.0	0.0
CPI-SC041DEF0FB	COL5A1_a10b1 complex	simple:P20908	complex:a10b1 complex	COL5A1		True	False	False	curated	True	0.189	0.222	0.062	0.094
CPI-SC0C907A888	COL8A2_a10b1 complex	simple:P25067	complex:a10b1 complex	COL8A2		True	False	False	curated	True	0.012	0.045	0.0	0.0
CPI-SC08B1D5269	COL5A3_a10b1 complex	simple:P25940	complex:a10b1 complex	COL5A3		True	False	False	curated	True	0.025	0.058	0.0	0.0
CPI-SC0F8101D41	COL8A1_a10b1 complex	simple:P27658	complex:a10b1 complex	COL8A1		True	False	False	curated	True	0.129	0.162	0.027	0.06
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	COL4A5		True	False	False	curated	True	0.243	0.276	0.166	0.199
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	COL15A1		True	False	False	curated	True	0.23	0.263	0.085	0.118
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	COL18A1		True	False	False	curated	True	0.387	0.42	0.16	0.193
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	COL4A4		True	False	False	curated	True	0.476	0.509	0.709	0.742
CPI-SC0A3F146C2	COL4A3_a10b1 complex	simple:Q01955	complex:a10b1 complex	COL4A3		True	False	False	curated	True	0.52	0.553	0.86	0.893
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	COL14A1		True	False	False	curated	True	0.518	0.55	0.133	0.165
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	COL16A1		True	False	False	curated	True	0.038	0.071	0.024	0.057
CPI-SC05565E8CE	COL4A6_a10b1 complex	simple:Q14031	complex:a10b1 complex	COL4A6		True	False	False	curated	True	0.097	0.129	0.049	0.082
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	COL9A2		True	False	False	curated	True	0.0	0.0	0.0	0.0
CPI-SC09DFB2ACA	COL19A1_a10b1 complex	simple:Q14993	complex:a10b1 complex	COL19A1		True	False	False	curated	True	0.014	0.046	0.0	0.0
CPI-SC05D8C0EF5	COL28A1_a10b1 complex	simple:Q2UY09	complex:a10b1 complex	COL28A1		True	False	False	curated	True	0.01	0.043	0.0	0.0
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	COL13A1		False	False	False	curated	True	0.017	0.05	0.064	0.097
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	COL27A1		True	False	False	curated	True	0.168	0.201	0.099	0.132
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	COL26A1		True	False	False	curated	True	0.057	0.09	0.067	0.1
CPI-SC02131C05A	COL12A1_a10b1 complex	simple:Q99715	complex:a10b1 complex	COL12A1		True	False	False	curated	True	0.054	0.087	0.042	0.075
CPI-SC0BF16A11C	COL20A1_a10b1 complex	simple:Q9P218	complex:a10b1 complex	COL20A1		True	False	False	curated	True	0.021	0.054	0.05	0.083
CPI-SC06B4C6DD5	COL17A1_a10b1 complex	simple:Q9UMD9	complex:a10b1 complex	COL17A1		True	False	False	curated	True	0.01	0.043	0.024	0.056
CPI-SC07E0348EF	COL6A6_a11b1 complex	simple:A6NMZ7	complex:a11b1 complex	COL6A6		True	False	False	curated	True	0.028	0.0	0.0	0.0
CPI-SC05CE52A12	COL6A5_a11b1 complex	simple:A8TX70	complex:a11b1 complex	COL6A5		True	False	False	curated	True	0.029	0.0	0.0	0.0
CPI-SC0F7E26271	COL1A1_a11b1 complex	simple:P02452	complex:a11b1 complex	COL1A1		True	False	False	curated	True	0.083	0.0	0.063	0.0
CPI-SC0CF621D48	COL2A1_a11b1 complex	simple:P02458	complex:a11b1 complex	COL2A1		True	False	False	curated	True	0.0	0.0	0.0	0.0
CPI-SC0A8902C85	COL3A1_a11b1 complex	simple:P02461	complex:a11b1 complex	COL3A1		True	False	False	curated	True	0.244	0.0	0.06	0.0
CPI-SC0A0532ADC	COL4A1_a11b1 complex	simple:P02462	complex:a11b1 complex	COL4A1		True	False	False	curated	True	0.438	0.0	0.32	0.0
CPI-SC0CFF5E19D	FN1_a11b1 complex	simple:P02751	complex:a11b1 complex	FN1		True	False	False	curated	True	0.239	0.0	0.118	0.0
CPI-SC0DF641DAA	COL5A2_a11b1 complex	simple:P05997	complex:a11b1 complex	COL5A2		True	False	False	curated	True	0.238	0.0	0.098	0.0
CPI-SC0681D30FE	COL1A2_a11b1 complex	simple:P08123	complex:a11b1 complex	COL1A2		True	False	False	curated	True	0.371	0.0	0.062	0.0
CPI-SC02017BE74	COL4A2_a11b1 complex	simple:P08572	complex:a11b1 complex	COL4A2		True	False	False	curated	True	0.437	0.0	0.217	0.0
CPI-SC0861656EC	COL11A1_a11b1 complex	simple:P12107	complex:a11b1 complex	COL11A1		True	False	False	curated	True	0.028	0.0	0.0	0.0
CPI-SC04085F9F9	COL6A1_a11b1 complex	simple:P12109	complex:a11b1 complex	COL6A1		True	False	False	curated	True	0.097	0.0	0.043	0.0
CPI-SC0A54B5323	COL6A2_a11b1 complex	simple:P12110	complex:a11b1 complex	COL6A2		True	False	False	curated	True	0.112	0.0	0.0	0.0
CPI-SC0ECFACED2	COL6A3_a11b1 complex	simple:P12111	complex:a11b1 complex	COL6A3		True	False	False	curated	True	0.284	0.0	0.146	0.0
CPI-SC0CA323AE3	COL11A2_a11b1 complex	simple:P13942	complex:a11b1 complex	COL11A2		True	False	False	curated	True	0.024	0.0	0.0	0.0
CPI-SC0CBC30AB7	COL9A1_a11b1 complex	simple:P20849	complex:a11b1 complex	COL9A1		True	False	False	curated	True	0.023	0.0	0.0	0.0
CPI-SC0092846B0	COL5A1_a11b1 complex	simple:P20908	complex:a11b1 complex	COL5A1		True	False	False	curated	True	0.205	0.0	0.078	0.0
CPI-SC08AF9CA91	COL8A2_a11b1 complex	simple:P25067	complex:a11b1 complex	COL8A2		True	False	False	curated	True	0.028	0.0	0.0	0.0
CPI-SC07E958BDE	COL5A3_a11b1 complex	simple:P25940	complex:a11b1 complex	COL5A3		True	False	False	curated	True	0.041	0.0	0.0	0.0
