gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Fibro	Mac
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.03	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.03	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS003C9A532	0.001	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS0607D1101	0.001	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.012	0.073
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.012	0.073
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.012	0.073
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.053	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.053	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.132	0.034
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.132	0.034
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.006	0.037
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0B7BC0E4D	0.01	0.321
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0CF0E4DE9	0.01	0.321
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.001	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CB2E8B21	0.085	0.1
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.085	0.1
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.085	0.1
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.086	0.312
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.0	0.03
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.0	0.03
CALCR	P30988	False	CALCR_HUMAN		CPI-SS015B2F961	0.011	0.0
CALCR	P30988	False	CALCR_HUMAN		CPI-SS0F531DDEB	0.011	0.0
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.003	0.0
VIPR1	P32241	False	VIPR1_HUMAN		CPI-SS003AFD9BA	0.036	0.043
NPR3	P17342	False	ANPRC_HUMAN		CPI-SS04A7BCE8D	0.08	0.056
NPR2	P20594	False	ANPRB_HUMAN		CPI-SS0230EE330	0.033	0.038
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.728	0.375
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS0984C2931	0.728	0.375
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	1.608	1.219
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	1.608	1.219
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.835	0.333
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	1.129	0.304
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	1.129	0.304
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.041	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.013	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.029	0.079
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS048604E28	0.018	0.0
FZD8	Q9H461	False	FZD8_HUMAN		CPI-SS0D782F60B	0.018	0.0
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS080C0EEB8	0.059	0.031
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.059	0.031
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.059	0.031
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.059	0.031
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0D81C6C1D	0.059	0.031
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS0261EA048	0.052	0.068
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.052	0.068
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.052	0.068
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.0	0.031
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.02	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	0.182	0.042
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	0.182	0.042
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	0.182	0.042
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	0.182	0.042
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	0.182	0.042
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	0.182	0.042
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.246	0.08
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.246	0.08
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.54	0.182
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.059	0.035
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.059	0.035
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	1.491	0.816
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.181	0.288
FGF5	P12034	False	FGF5_HUMAN		CPI-SS0E0BCE16F	0.001	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.189	0.077
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.03	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.101	0.153
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.101	0.153
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.101	0.153
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.101	0.153
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS07A0F4D73	0.001	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS01D785DBA	0.001	0.0
FGF23	Q9GZV9	False	FGF23_HUMAN		CPI-SS0883B7EE4	0.001	0.0
KL	Q9UEF7	False	KLOT_HUMAN		CPI-SS0BF490275	0.262	0.421
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.404	0.159
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.404	0.159
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.006	0.066
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.048	0.073
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.048	0.073
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.048	0.073
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.031	0.038
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.031	0.038
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.55	0.635
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.222	0.298
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.222	0.298
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.191	0.11
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0B8083B44	0.191	0.11
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.191	0.11
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.3	0.487
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.3	0.487
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.439	0.145
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.439	0.145
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.439	0.145
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	0.439	0.145
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.03	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.092	0.318
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.092	0.318
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.092	0.318
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.03	0.037
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0EBA5A4D8	0.154	0.114
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.154	0.114
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.003	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.003	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.003	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0B34CBA4B	0.018	0.034
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.018	0.034
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.044	0.04
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.044	0.04
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.391	0.057
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.391	0.057
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0D81D9F5E	0.005	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.005	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	0.005	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.005	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	0.005	0.0
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS073811AB3	0.001	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.118	0.334
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.003	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.027	0.0
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.02	0.042
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.02	0.042
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.009	0.036
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.009	0.036
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.003	0.042
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	0.006	0.0
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS032AD1183	0.104	0.03
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.046	0.031
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0E063192D	1.644	2.698
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0F0D7F25C	1.644	2.698
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0D5E30C6C	1.644	2.698
ERBB4	Q15303	False	ERBB4_HUMAN		CPI-SS0BD5C2A23	1.644	2.698
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.068	0.037
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.009	0.0
MS4A4A	Q96JQ5	False	M4A4A_HUMAN		CPI-SS0978D28AB	0.0	0.033
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.526	0.822
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0057AB387	0.526	0.822
LGR6	Q9HBX8	False	LGR6_HUMAN		CPI-SS0E5397537	0.033	0.0
LGR6	Q9HBX8	False	LGR6_HUMAN		CPI-SS0EB5364D4	0.033	0.0
TNFRSF11A	Q9Y6Q6	False	TNR11_HUMAN		CPI-SS0ED2573CA	0.042	0.425
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.22	0.214
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.243	0.17
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.243	0.17
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.338	0.403
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.122	0.097
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS04124F4E1	0.122	0.097
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.122	0.097
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.062	0.065
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.062	0.065
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.062	0.065
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.062	0.065
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.062	0.065
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.062	0.065
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS08718E4FB	0.006	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0DA366C78	0.006	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0A5B945E3	0.006	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0865716E5	0.006	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS0D41C7AF5	0.006	0.0
EFNB3	Q15768	False	EFNB3_HUMAN		CPI-SS07CA5A6F1	0.006	0.0
EPOR	P19235	False	EPOR_HUMAN		CPI-SS087A17AD6	0.038	0.031
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0A0DE9CD6	0.182	0.238
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.182	0.238
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0586F2596	0.471	0.87
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS03A2EFDD5	0.471	0.87
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS02AFCED82	0.471	0.87
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0BEAB521F	0.471	0.87
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.025	0.037
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.078	0.136
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS01A8F745A	0.001	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS07BECB892	0.001	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0AB0604B5	0.001	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.007	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS09F973C1A	0.007	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.007	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0EDD4928A	0.004	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS08B85996F	0.004	0.0
DDR1	Q08345	False	DDR1_HUMAN		CPI-SS00D3CD86E	0.198	0.101
AGER	Q15109	False	RAGE_HUMAN		CPI-SS06006F870	0.005	0.0
PSAP	P07602	False	SAP_HUMAN		CPI-SS0AB647854	0.472	0.867
PSAP	P07602	False	SAP_HUMAN		CPI-SS082900482	0.472	0.867
IL16	Q14005	False	IL16_HUMAN		CPI-SS0A915097A	0.01	0.139
IL16	Q14005	False	IL16_HUMAN		CPI-SS0D529E576	0.01	0.139
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.003	0.033
GNRHR	P30968	False	GNRHR_HUMAN		CPI-SS0D9EFC4F7	0.001	0.0
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.48	0.62
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.165	0.435
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0C694CB44	0.003	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.082	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.021	0.039
FAM3B	P58499	False	FAM3B_HUMAN		CPI-SS0A4EE6FE1	0.034	0.039
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0F102AAC5	0.004	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0DCA749B0	0.075	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.075	0.0
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.03	0.1
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.054	0.07
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.005	0.21
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.005	0.21
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.003	0.033
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.111	0.329
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS0FF6CFDCA	0.111	0.329
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.111	0.329
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E7587E4	0.111	0.329
AGTR1	P30556	False	AGTR1_HUMAN		CPI-SS05996C8FD	0.006	0.0
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS00581282E	0.004	0.067
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.0	0.042
BDKRB1	P46663	False	BKRB1_HUMAN		CPI-SS075D9B9AD	0.001	0.0
LHCGR	P22888	False	LSHR_HUMAN		CPI-SS033180726	0.001	0.0
FSHR	P23945	False	FSHR_HUMAN		CPI-SS0577408A3	0.014	0.0
PRLR	P16471	False	PRLR_HUMAN		CPI-SS00689751B	0.041	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.023	0.033
FPR2	P25090	False	FPR2_HUMAN		CPI-SS030BB46BB	0.001	0.0
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0F66EA6BE	0.001	0.0
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.005	0.034
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.003	0.0
HRH1	P35367	False	HRH1_HUMAN		CPI-SS0DC2A6D35	0.002	0.035
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.429	0.172
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.005	0.038
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.149	0.063
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.327	0.195
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.238	0.22
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.024	0.466
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.461	0.203
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.706	0.943
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.008	0.037
NPSR1	Q6W5P4	False	NPSR1_HUMAN		CPI-SS0270A2CA9	0.005	0.0
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.231	0.26
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.231	0.26
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.001	0.035
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.001	0.035
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.007	0.55
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.007	0.55
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.048	0.079
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.048	0.079
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.003	0.141
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.003	0.141
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	0.003	0.141
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	0.867	1.091
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.001	0.0
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.164	0.532
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.164	0.532
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.098	0.148
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.098	0.148
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.076	0.102
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	0.132	0.252
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	0.009	0.0
GUCA2A	Q02747	False	GUC2A_HUMAN		CPI-SS09A3A441F	0.003	0.0
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS0231B999D	0.11	0.246
HTR4	Q13639	False	5HT4R_HUMAN		CPI-SS00E3F772A	0.021	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.536	0.859
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.24	0.269
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.24	0.269
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.388	0.462
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.388	0.462
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.388	0.462
ADM	P35318	False	ADML_HUMAN		CPI-SS0B27088B4	0.022	0.043
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SS032CFAE42	0.001	0.0
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.012	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.002	0.0
SLURP1	P55000	False	SLUR1_HUMAN		CPI-SS08833E2DA	0.001	0.0
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.017	0.036
MPL	P40238	False	TPOR_HUMAN		CPI-SS0DC2DD9D7	0.001	0.038
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS04CD88411	0.123	0.038
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.123	0.038
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.0	0.039
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.567	0.115
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.004	0.0
QRFPR	Q96P65	False	QRFPR_HUMAN		CPI-SS0BC884A75	0.004	0.0
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS036437279	0.011	0.072
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.054	0.106
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	1.216	0.392
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS00BBA318F	0.004	0.0
UCN2	Q96RP3	False	UCN2_HUMAN		CPI-SS083E7D88C	0.004	0.0
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.004	0.0
GRIN2C	Q14957	False	NMDE3_HUMAN		CPI-SS0893BD6B6	0.001	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.006	0.0
GPR35	Q9HC97	False	GPR35_HUMAN		CPI-SS08C995EB4	0.007	0.0
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.015	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.013	0.036
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.362	0.358
ACVR1	Q04771	True	ACVR1_HUMAN	MIS receptor 3	CPI-CS0D4BB4458	0.362	0.358
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.937	0.468
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.937	0.468
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.937	0.468
